Perioden;Benzine;Diesel;Lpg
2019 vrijdag 20 december;1,667;1,396;0,667
2019 zaterdag 21 december;1,664;1,393;0,665
2019 zondag 22 december;1,665;1,394;0,65
2019 maandag 23 december;1,668;1,398;0,66
2019 dinsdag 24 december;1,666;1,398;0,66
2019 woensdag 25 december;1,666;1,396;0,664
2019 donderdag 26 december;1,666;1,396;0,668
2019 vrijdag 27 december;1,668;1,398;0,67
2019 zaterdag 28 december;1,668;1,401;0,667
2019 zondag 29 december;1,67;1,403;0,655
2019 maandag 30 december;1,672;1,406;0,667
2019 dinsdag 31 december;1,68;1,412;0,676
2020 woensdag 1 januari;1,689;1,422;0,673
2020 donderdag 2 januari;1,691;1,424;0,675
2020 vrijdag 3 januari;1,699;1,429;0,668
2020 zaterdag 4 januari;1,71;1,434;0,688
2020 zondag 5 januari;1,712;1,437;0,685
2020 maandag 6 januari;1,716;1,441;0,688
2020 dinsdag 7 januari;1,717;1,444;0,682
2020 woensdag 8 januari;1,715;1,44;0,687
2020 donderdag 9 januari;1,714;1,439;0,684
2020 vrijdag 10 januari;1,713;1,438;0,687
2020 zaterdag 11 januari;1,709;1,432;0,703
2020 zondag 12 januari;1,712;1,432;0,693
2020 maandag 13 januari;1,714;1,437;0,697
2020 dinsdag 14 januari;1,709;1,43;0,693
2020 woensdag 15 januari;1,702;1,423;0,7
2020 donderdag 16 januari;1,699;1,416;0,714
2020 vrijdag 17 januari;1,697;1,413;0,701
2020 zaterdag 18 januari;1,693;1,405;0,702
2020 zondag 19 januari;1,695;1,406;0,695
2020 maandag 20 januari;1,697;1,408;0,705
2020 dinsdag 21 januari;1,697;1,41;0,705
2020 woensdag 22 januari;1,693;1,404;0,703
2020 donderdag 23 januari;1,691;1,4;0,703
2020 vrijdag 24 januari;1,689;1,394;0,712
2020 zaterdag 25 januari;1,682;1,386;0,725
2020 zondag 26 januari;1,681;1,385;0,704
2020 maandag 27 januari;1,684;1,389;0,71
2020 dinsdag 28 januari;1,673;1,374;0,704
2020 woensdag 29 januari;1,674;1,377;0,706
2020 donderdag 30 januari;1,673;1,377;0,697
2020 vrijdag 31 januari;1,671;1,373;0,708
2020 zaterdag 1 februari;1,665;1,366;0,709
2020 zondag 2 februari;1,668;1,368;0,709
2020 maandag 3 februari;1,669;1,37;0,699
2020 dinsdag 4 februari;1,666;1,363;0,693
2020 woensdag 5 februari;1,662;1,357;0,687
2020 donderdag 6 februari;1,66;1,356;0,684
2020 vrijdag 7 februari;1,66;1,355;0,685
2020 zaterdag 8 februari;1,657;1,349;0,69
2020 zondag 9 februari;1,659;1,351;0,688
2020 maandag 10 februari;1,662;1,355;0,689
2020 dinsdag 11 februari;1,658;1,349;0,676
2020 woensdag 12 februari;1,654;1,346;0,662
2020 donderdag 13 februari;1,654;1,35;0,662
2020 vrijdag 14 februari;1,658;1,354;0,661
2020 zaterdag 15 februari;1,657;1,353;0,667
2020 zondag 16 februari;1,659;1,355;0,668
2020 maandag 17 februari;1,66;1,358;0,66
2020 dinsdag 18 februari;1,66;1,36;0,657
2020 woensdag 19 februari;1,66;1,359;0,651
2020 donderdag 20 februari;1,668;1,367;0,646
2020 vrijdag 21 februari;1,677;1,373;0,651
2020 zaterdag 22 februari;1,677;1,369;0,647
2020 zondag 23 februari;1,679;1,37;0,641
2020 maandag 24 februari;1,682;1,375;0,656
2020 dinsdag 25 februari;1,678;1,369;0,65
2020 woensdag 26 februari;1,672;1,363;0,644
2020 donderdag 27 februari;1,666;1,358;0,653
2020 vrijdag 28 februari;1,66;1,35;0,646
2020 zaterdag 29 februari;1,649;1,338;0,647
2020 zondag 1 maart;1,648;1,337;0,646
2020 maandag 2 maart;1,651;1,342;0,646
2020 dinsdag 3 maart;1,641;1,332;0,647
2020 woensdag 4 maart;1,634;1,327;0,641
2020 donderdag 5 maart;1,634;1,325;0,631
2020 vrijdag 6 maart;1,63;1,322;0,629
2020 zaterdag 7 maart;1,62;1,309;0,644
2020 zondag 8 maart;1,621;1,311;0,636
2020 maandag 9 maart;1,622;1,313;0,629
2020 dinsdag 10 maart;1,599;1,29;0,628
2020 woensdag 11 maart;1,579;1,272;0,617
2020 donderdag 12 maart;1,568;1,263;0,61
2020 vrijdag 13 maart;1,559;1,252;0,6
2020 zaterdag 14 maart;1,55;1,242;0,602
2020 zondag 15 maart;1,55;1,24;0,595
2020 maandag 16 maart;1,551;1,244;0,6
2020 dinsdag 17 maart;1,55;1,241;0,603
2020 woensdag 18 maart;1,545;1,24;0,586
2020 donderdag 19 maart;1,546;1,239;0,594
2020 vrijdag 20 maart;1,547;1,239;0,587
2020 zaterdag 21 maart;1,545;1,236;0,599
2020 zondag 22 maart;1,546;1,235;0,59
2020 maandag 23 maart;1,547;1,242;0,601
2020 dinsdag 24 maart;1,537;1,24;0,599
2020 woensdag 25 maart;1,521;1,238;0,6
2020 donderdag 26 maart;1,511;1,238;0,583
2020 vrijdag 27 maart;1,507;1,238;0,577
2020 zaterdag 28 maart;1,5;1,234;0,569
2020 zondag 29 maart;1,501;1,235;0,572
2020 maandag 30 maart;1,502;1,238;0,575
2020 dinsdag 31 maart;1,5;1,239;0,579
2020 woensdag 1 april;1,492;1,236;0,567
2020 donderdag 2 april;1,486;1,237;0,568
2020 vrijdag 3 april;1,481;1,237;0,563
2020 zaterdag 4 april;1,475;1,234;0,561
2020 zondag 5 april;1,475;1,234;0,548
2020 maandag 6 april;1,476;1,239;0,56
2020 dinsdag 7 april;1,475;1,238;0,556
2020 woensdag 8 april;1,473;1,237;0,543
2020 donderdag 9 april;1,471;1,238;0,547
2020 vrijdag 10 april;1,472;1,235;0,544
2020 zaterdag 11 april;1,468;1,23;0,547
2020 zondag 12 april;1,47;1,233;0,55
2020 maandag 13 april;1,473;1,235;0,557
2020 dinsdag 14 april;1,471;1,235;0,548
2020 woensdag 15 april;1,469;1,233;0,552
2020 donderdag 16 april;1,469;1,229;0,543
2020 vrijdag 17 april;1,468;1,228;0,543
2020 zaterdag 18 april;1,465;1,223;0,532
2020 zondag 19 april;1,465;1,221;0,534
2020 maandag 20 april;1,469;1,227;0,542
2020 dinsdag 21 april;1,468;1,223;0,548
2020 woensdag 22 april;1,465;1,219;0,542
2020 donderdag 23 april;1,459;1,214;0,545
2020 vrijdag 24 april;1,458;1,211;0,544
2020 zaterdag 25 april;1,455;1,201;0,533
2020 zondag 26 april;1,455;1,199;0,535
2020 maandag 27 april;1,458;1,202;0,542
2020 dinsdag 28 april;1,458;1,202;0,543
2020 woensdag 29 april;1,455;1,199;0,529
2020 donderdag 30 april;1,455;1,198;0,533
2020 vrijdag 1 mei;1,457;1,198;0,532
2020 zaterdag 2 mei;1,455;1,196;0,536
2020 zondag 3 mei;1,456;1,198;0,522
2020 maandag 4 mei;1,461;1,202;0,548
2020 dinsdag 5 mei;1,457;1,199;0,523
2020 woensdag 6 mei;1,456;1,199;0,539
2020 donderdag 7 mei;1,46;1,201;0,542
2020 vrijdag 8 mei;1,463;1,202;0,541
2020 zaterdag 9 mei;1,464;1,199;0,543
2020 zondag 10 mei;1,462;1,198;0,529
2020 maandag 11 mei;1,466;1,203;0,535
2020 dinsdag 12 mei;1,468;1,199;0,537
2020 woensdag 13 mei;1,472;1,194;0,539
2020 donderdag 14 mei;1,476;1,191;0,532
2020 vrijdag 15 mei;1,48;1,19;0,541
2020 zaterdag 16 mei;1,481;1,187;0,537
2020 zondag 17 mei;1,48;1,187;0,529
2020 maandag 18 mei;1,483;1,191;0,54
2020 dinsdag 19 mei;1,489;1,192;0,541
2020 woensdag 20 mei;1,496;1,193;0,545
2020 donderdag 21 mei;1,502;1,194;0,54
2020 vrijdag 22 mei;1,503;1,195;0,538
2020 zaterdag 23 mei;1,501;1,193;0,541
2020 zondag 24 mei;1,504;1,193;0,55
2020 maandag 25 mei;1,507;1,199;0,539
2020 dinsdag 26 mei;1,506;1,197;0,554
2020 woensdag 27 mei;1,507;1,197;0,551
2020 donderdag 28 mei;1,508;1,198;0,552
2020 vrijdag 29 mei;1,511;1,199;0,55
2020 zaterdag 30 mei;1,506;1,191;0,56
2020 zondag 31 mei;1,508;1,195;0,544
2020 maandag 1 juni;1,51;1,193;0,552
2020 dinsdag 2 juni;1,507;1,193;0,557
2020 woensdag 3 juni;1,505;1,189;0,558
2020 donderdag 4 juni;1,509;1,188;0,555
2020 vrijdag 5 juni;1,511;1,19;0,555
2020 zaterdag 6 juni;1,514;1,187;0,557
2020 zondag 7 juni;1,514;1,187;0,554
2020 maandag 8 juni;1,518;1,191;0,549
2020 dinsdag 9 juni;1,524;1,193;0,563
2020 woensdag 10 juni;1,525;1,194;0,569
2020 donderdag 11 juni;1,529;1,195;0,577
2020 vrijdag 12 juni;1,534;1,197;0,584
2020 zaterdag 13 juni;1,532;1,193;0,582
2020 zondag 14 juni;1,533;1,193;0,575
2020 maandag 15 juni;1,535;1,198;0,578
2020 dinsdag 16 juni;1,534;1,198;0,577
2020 woensdag 17 juni;1,54;1,201;0,576
2020 donderdag 18 juni;1,548;1,207;0,586
2020 vrijdag 19 juni;1,554;1,21;0,584
2020 zaterdag 20 juni;1,556;1,21;0,584
2020 zondag 21 juni;1,558;1,211;0,587
2020 maandag 22 juni;1,56;1,213;0,585
2020 dinsdag 23 juni;1,563;1,215;0,585
2020 woensdag 24 juni;1,565;1,217;0,587
2020 donderdag 25 juni;1,566;1,218;0,59
2020 vrijdag 26 juni;1,565;1,216;0,585
2020 zaterdag 27 juni;1,56;1,213;0,576
2020 zondag 28 juni;1,56;1,213;0,586
2020 maandag 29 juni;1,565;1,216;0,589
2020 dinsdag 30 juni;1,563;1,217;0,589
2020 woensdag 1 juli;1,56;1,218;0,586
2020 donderdag 2 juli;1,563;1,218;0,587
2020 vrijdag 3 juli;1,564;1,22;0,59
2020 zaterdag 4 juli;1,562;1,216;0,58
2020 zondag 5 juli;1,561;1,216;0,576
2020 maandag 6 juli;1,565;1,221;0,584
2020 dinsdag 7 juli;1,567;1,223;0,595
2020 woensdag 8 juli;1,564;1,222;0,592
2020 donderdag 9 juli;1,565;1,224;0,593
2020 vrijdag 10 juli;1,567;1,224;0,593
2020 zaterdag 11 juli;1,565;1,22;0,587
2020 zondag 12 juli;1,566;1,221;0,589
2020 maandag 13 juli;1,569;1,224;0,595
2020 dinsdag 14 juli;1,568;1,223;0,604
2020 woensdag 15 juli;1,563;1,22;0,594
2020 donderdag 16 juli;1,56;1,217;0,593
2020 vrijdag 17 juli;1,559;1,218;0,581
2020 zaterdag 18 juli;1,555;1,214;0,595
2020 zondag 19 juli;1,555;1,214;0,585
2020 maandag 20 juli;1,557;1,218;0,597
2020 dinsdag 21 juli;1,556;1,218;0,598
2020 woensdag 22 juli;1,556;1,218;0,585
2020 donderdag 23 juli;1,556;1,22;0,593
2020 vrijdag 24 juli;1,559;1,221;0,593
2020 zaterdag 25 juli;1,557;1,217;0,593
2020 zondag 26 juli;1,56;1,219;0,585
2020 maandag 27 juli;1,561;1,221;0,591
2020 dinsdag 28 juli;1,559;1,219;0,594
2020 woensdag 29 juli;1,556;1,216;0,596
2020 donderdag 30 juli;1,555;1,214;0,587
2020 vrijdag 31 juli;1,553;1,213;0,592
2020 zaterdag 1 augustus;1,549;1,207;0,594
2020 zondag 2 augustus;1,55;1,207;0,589
2020 maandag 3 augustus;1,55;1,209;0,586
2020 dinsdag 4 augustus;1,547;1,207;0,598
2020 woensdag 5 augustus;1,543;1,204;0,583
2020 donderdag 6 augustus;1,546;1,206;0,584
2020 vrijdag 7 augustus;1,552;1,21;0,584
2020 zaterdag 8 augustus;1,556;1,209;0,592
2020 zondag 9 augustus;1,556;1,209;0,591
2020 maandag 10 augustus;1,558;1,212;0,586
2020 dinsdag 11 augustus;1,562;1,211;0,597
2020 woensdag 12 augustus;1,566;1,21;0,594
2020 donderdag 13 augustus;1,567;1,212;0,597
2020 vrijdag 14 augustus;1,57;1,214;0,589
2020 zaterdag 15 augustus;1,569;1,208;0,586
2020 zondag 16 augustus;1,57;1,208;0,589
2020 maandag 17 augustus;1,572;1,211;0,586
2020 dinsdag 18 augustus;1,571;1,209;0,596
2020 woensdag 19 augustus;1,57;1,208;0,587
2020 donderdag 20 augustus;1,57;1,208;0,589
2020 vrijdag 21 augustus;1,569;1,208;0,593
2020 zaterdag 22 augustus;1,566;1,203;0,578
2020 zondag 23 augustus;1,57;1,207;0,575
2020 maandag 24 augustus;1,569;1,207;0,592
2020 dinsdag 25 augustus;1,568;1,202;0,596
2020 woensdag 26 augustus;1,573;1,204;0,588
2020 donderdag 27 augustus;1,579;1,208;0,592
2020 vrijdag 28 augustus;1,579;1,208;0,594
2020 zaterdag 29 augustus;1,575;1,202;0,583
2020 zondag 30 augustus;1,573;1,201;0,593
2020 maandag 31 augustus;1,577;1,204;0,591
2020 dinsdag 1 september;1,572;1,2;0,583
2020 woensdag 2 september;1,568;1,195;0,582
2020 donderdag 3 september;1,57;1,192;0,591
2020 vrijdag 4 september;1,572;1,19;0,584
2020 zaterdag 5 september;1,569;1,18;0,593
2020 zondag 6 september;1,571;1,18;0,578
2020 maandag 7 september;1,572;1,183;0,575
2020 dinsdag 8 september;1,568;1,177;0,588
2020 woensdag 9 september;1,563;1,17;0,582
2020 donderdag 10 september;1,562;1,166;0,588
2020 vrijdag 11 september;1,559;1,162;0,586
2020 zaterdag 12 september;1,555;1,156;0,573
2020 zondag 13 september;1,556;1,156;0,579
2020 maandag 14 september;1,558;1,159;0,58
2020 dinsdag 15 september;1,558;1,156;0,582
2020 woensdag 16 september;1,557;1,155;0,585
2020 donderdag 17 september;1,558;1,156;0,579
2020 vrijdag 18 september;1,564;1,157;0,582
2020 zaterdag 19 september;1,566;1,159;0,578
2020 zondag 20 september;1,569;1,163;0,586
2020 maandag 21 september;1,568;1,162;0,58
2020 dinsdag 22 september;1,568;1,163;0,578
2020 woensdag 23 september;1,565;1,16;0,587
2020 donderdag 24 september;1,565;1,162;0,585
2020 vrijdag 25 september;1,564;1,162;0,589
2020 zaterdag 26 september;1,559;1,156;0,592
2020 zondag 27 september;1,557;1,155;0,587
2020 maandag 28 september;1,561;1,159;0,581
2020 dinsdag 29 september;1,564;1,161;0,582
2020 woensdag 30 september;1,564;1,163;0,589
2020 donderdag 1 oktober;1,566;1,166;0,598
2020 vrijdag 2 oktober;1,566;1,167;0,584
2020 zaterdag 3 oktober;1,561;1,159;0,592
2020 zondag 4 oktober;1,563;1,161;0,596
2020 maandag 5 oktober;1,566;1,165;0,602
2020 dinsdag 6 oktober;1,566;1,165;0,6
2020 woensdag 7 oktober;1,566;1,166;0,602
2020 donderdag 8 oktober;1,57;1,172;0,604
2020 vrijdag 9 oktober;1,572;1,175;0,616
2020 zaterdag 10 oktober;1,571;1,174;0,612
2020 zondag 11 oktober;1,57;1,174;0,613
2020 maandag 12 oktober;1,574;1,179;0,609
2020 dinsdag 13 oktober;1,574;1,178;0,612
2020 woensdag 14 oktober;1,571;1,177;0,617
2020 donderdag 15 oktober;1,569;1,179;0,63
2020 vrijdag 16 oktober;1,568;1,178;0,624
2020 zaterdag 17 oktober;1,563;1,174;0,623
2020 zondag 18 oktober;1,564;1,175;0,617
2020 maandag 19 oktober;1,565;1,177;0,622
2020 dinsdag 20 oktober;1,563;1,179;0,616
2020 woensdag 21 oktober;1,558;1,179;0,632
2020 donderdag 22 oktober;1,556;1,18;0,636
2020 vrijdag 23 oktober;1,554;1,179;0,628
2020 zaterdag 24 oktober;1,544;1,175;0,629
2020 zondag 25 oktober;1,545;1,175;0,629
2020 maandag 26 oktober;1,547;1,179;0,634
2020 dinsdag 27 oktober;1,538;1,174;0,625
2020 woensdag 28 oktober;1,532;1,169;0,631
2020 donderdag 29 oktober;1,529;1,168;0,618
2020 vrijdag 30 oktober;1,525;1,164;0,628
2020 zaterdag 31 oktober;1,518;1,155;0,622
2020 zondag 1 november;1,519;1,156;0,621
2020 maandag 2 november;1,52;1,159;0,629
2020 dinsdag 3 november;1,51;1,152;0,62
2020 woensdag 4 november;1,503;1,15;0,617
2020 donderdag 5 november;1,506;1,156;0,614
2020 vrijdag 6 november;1,509;1,162;0,625
2020 zaterdag 7 november;1,507;1,16;0,628
2020 zondag 8 november;1,51;1,163;0,619
2020 maandag 9 november;1,512;1,166;0,626
2020 dinsdag 10 november;1,517;1,171;0,623
2020 woensdag 11 november;1,519;1,178;0,626
2020 donderdag 12 november;1,529;1,188;0,635
2020 vrijdag 13 november;1,531;1,193;0,615
2020 zaterdag 14 november;1,526;1,186;0,62
2020 zondag 15 november;1,525;1,187;0,62
2020 maandag 16 november;1,529;1,191;0,63
2020 dinsdag 17 november;1,528;1,191;0,626
2020 woensdag 18 november;1,525;1,191;0,625
2020 donderdag 19 november;1,526;1,194;0,622
2020 vrijdag 20 november;1,527;1,195;0,624
2020 zaterdag 21 november;1,526;1,192;0,633
2020 zondag 22 november;1,527;1,196;0,613
2020 maandag 23 november;1,528;1,198;0,628
2020 dinsdag 24 november;1,529;1,199;0,622
2020 woensdag 25 november;1,532;1,204;0,618
2020 donderdag 26 november;1,54;1,213;0,62
2020 vrijdag 27 november;1,543;1,218;0,613
2020 zaterdag 28 november;1,543;1,216;0,62
2020 zondag 29 november;1,545;1,217;0,617
2020 maandag 30 november;1,546;1,223;0,622
2020 dinsdag 1 december;1,546;1,223;0,613
2020 woensdag 2 december;1,543;1,22;0,623
2020 donderdag 3 december;1,545;1,223;0,625
2020 vrijdag 4 december;1,543;1,223;0,612
2020 zaterdag 5 december;1,541;1,217;0,619
2020 zondag 6 december;1,541;1,217;0,624
2020 maandag 7 december;1,544;1,222;0,614
2020 dinsdag 8 december;1,543;1,224;0,62
2020 woensdag 9 december;1,541;1,222;0,624
2020 donderdag 10 december;1,546;1,226;0,619
2020 vrijdag 11 december;1,55;1,227;0,618
2020 zaterdag 12 december;1,55;1,225;0,623
2020 zondag 13 december;1,55;1,226;0,618
2020 maandag 14 december;1,554;1,232;0,615
2020 dinsdag 15 december;1,556;1,235;0,628
2020 woensdag 16 december;1,554;1,235;0,625
2020 donderdag 17 december;1,556;1,237;0,628
2020 vrijdag 18 december;1,557;1,241;0,641
2020 zaterdag 19 december;1,555;1,239;0,638
2020 zondag 20 december;1,559;1,238;0,631
2020 maandag 21 december;1,561;1,243;0,628
2020 dinsdag 22 december;1,559;1,24;0,637
2020 woensdag 23 december;1,559;1,242;0,629
2020 donderdag 24 december;1,561;1,243;0,629
2020 vrijdag 25 december;1,562;1,244;0,633
2020 zaterdag 26 december;1,559;1,242;0,635
2020 zondag 27 december;1,563;1,242;0,629
2020 maandag 28 december;1,562;1,244;0,631
2020 dinsdag 29 december;1,564;1,245;0,633
2020 woensdag 30 december;1,565;1,247;0,635
2020 donderdag 31 december;1,567;1,251;0,649
2021 vrijdag 1 januari;1,573;1,252;0,649
2021 zaterdag 2 januari;1,573;1,248;0,644
2021 zondag 3 januari;1,575;1,252;0,658
2021 maandag 4 januari;1,576;1,255;0,639
2021 dinsdag 5 januari;1,58;1,258;0,647
2021 woensdag 6 januari;1,583;1,261;0,648
2021 donderdag 7 januari;1,592;1,271;0,659
2021 vrijdag 8 januari;1,6;1,275;0,659
2021 zaterdag 9 januari;1,607;1,28;0,668
2021 zondag 10 januari;1,61;1,284;0,673
2021 maandag 11 januari;1,612;1,286;0,661
2021 dinsdag 12 januari;1,615;1,288;0,664
2021 woensdag 13 januari;1,622;1,297;0,678
2021 donderdag 14 januari;1,63;1,304;0,673
2021 vrijdag 15 januari;1,632;1,305;0,692
2021 zaterdag 16 januari;1,629;1,304;0,676
2021 zondag 17 januari;1,631;1,305;0,685
2021 maandag 18 januari;1,632;1,307;0,689
2021 dinsdag 19 januari;1,631;1,304;0,683
2021 woensdag 20 januari;1,628;1,301;0,683
2021 donderdag 21 januari;1,63;1,303;0,69
2021 vrijdag 22 januari;1,629;1,302;0,679
2021 zaterdag 23 januari;1,625;1,298;0,691
2021 zondag 24 januari;1,625;1,298;0,694
2021 maandag 25 januari;1,627;1,302;0,687
2021 dinsdag 26 januari;1,627;1,3;0,686
2021 woensdag 27 januari;1,629;1,303;0,687
2021 donderdag 28 januari;1,633;1,306;0,678
2021 vrijdag 29 januari;1,635;1,306;0,692
2021 zaterdag 30 januari;1,632;1,307;0,684
2021 zondag 31 januari;1,633;1,309;0,692
2021 maandag 1 februari;1,635;1,31;0,674
2021 dinsdag 2 februari;1,638;1,311;0,686
2021 woensdag 3 februari;1,644;1,316;0,69
2021 donderdag 4 februari;1,648;1,323;0,687
2021 vrijdag 5 februari;1,654;1,328;0,688
2021 zaterdag 6 februari;1,659;1,332;0,692
2021 zondag 7 februari;1,662;1,338;0,693
2021 maandag 8 februari;1,666;1,34;0,697
2021 dinsdag 9 februari;1,667;1,344;0,686
2021 woensdag 10 februari;1,666;1,344;0,694
2021 donderdag 11 februari;1,669;1,346;0,702
2021 vrijdag 12 februari;1,672;1,345;0,695
2021 zaterdag 13 februari;1,668;1,343;0,693
2021 zondag 14 februari;1,671;1,346;0,693
2021 maandag 15 februari;1,674;1,349;0,701
2021 dinsdag 16 februari;1,676;1,354;0,713
2021 woensdag 17 februari;1,678;1,358;0,708
2021 donderdag 18 februari;1,685;1,367;0,714
2021 vrijdag 19 februari;1,693;1,375;0,718
2021 zaterdag 20 februari;1,693;1,376;0,729
2021 zondag 21 februari;1,694;1,376;0,706
2021 maandag 22 februari;1,697;1,38;0,717
2021 dinsdag 23 februari;1,698;1,38;0,726
2021 woensdag 24 februari;1,7;1,381;0,733
2021 donderdag 25 februari;1,698;1,383;0,726
2021 vrijdag 26 februari;1,704;1,388;0,734
2021 zaterdag 27 februari;1,704;1,387;0,732
2021 zondag 28 februari;1,704;1,388;0,731
2021 maandag 1 maart;1,709;1,392;0,738
2021 dinsdag 2 maart;1,711;1,392;0,736
2021 woensdag 3 maart;1,711;1,389;0,742
2021 donderdag 4 maart;1,712;1,39;0,735
2021 vrijdag 5 maart;1,712;1,389;0,727
2021 zaterdag 6 maart;1,715;1,393;0,726
2021 zondag 7 maart;1,718;1,395;0,744
2021 maandag 8 maart;1,721;1,398;0,728
2021 dinsdag 9 maart;1,728;1,4;0,733
2021 woensdag 10 maart;1,735;1,4;0,737
2021 donderdag 11 maart;1,737;1,401;0,739
2021 vrijdag 12 maart;1,739;1,4;0,749
2021 zaterdag 13 maart;1,741;1,4;0,732
2021 zondag 14 maart;1,743;1,401;0,742
2021 maandag 15 maart;1,747;1,405;0,746
2021 dinsdag 16 maart;1,748;1,405;0,743
2021 woensdag 17 maart;1,748;1,401;0,747
2021 donderdag 18 maart;1,747;1,4;0,744
2021 vrijdag 19 maart;1,745;1,398;0,745
2021 zaterdag 20 maart;1,735;1,388;0,741
2021 zondag 21 maart;1,736;1,389;0,742
2021 maandag 22 maart;1,737;1,391;0,744
2021 dinsdag 23 maart;1,732;1,387;0,744
2021 woensdag 24 maart;1,727;1,382;0,743
2021 donderdag 25 maart;1,726;1,382;0,745
2021 vrijdag 26 maart;1,726;1,381;0,746
2021 zaterdag 27 maart;1,722;1,378;0,734
2021 zondag 28 maart;1,724;1,378;0,728
2021 maandag 29 maart;1,727;1,383;0,742
2021 dinsdag 30 maart;1,732;1,383;0,734
2021 woensdag 31 maart;1,733;1,383;0,742
2021 donderdag 1 april;1,736;1,385;0,737
2021 vrijdag 2 april;1,737;1,384;0,745
2021 zaterdag 3 april;1,734;1,382;0,739
2021 zondag 4 april;1,736;1,383;0,744
2021 maandag 5 april;1,738;1,385;0,734
2021 dinsdag 6 april;1,738;1,387;0,736
2021 woensdag 7 april;1,736;1,383;0,73
2021 donderdag 8 april;1,736;1,383;0,729
2021 vrijdag 9 april;1,734;1,381;0,741
2021 zaterdag 10 april;1,732;1,377;0,748
2021 zondag 11 april;1,734;1,379;0,758
2021 maandag 12 april;1,735;1,382;0,75
2021 dinsdag 13 april;1,735;1,38;0,747
2021 woensdag 14 april;1,733;1,379;0,737
2021 donderdag 15 april;1,737;1,38;0,739
2021 vrijdag 16 april;1,744;1,386;0,736
2021 zaterdag 17 april;1,749;1,386;0,741
2021 zondag 18 april;1,749;1,387;0,737
2021 maandag 19 april;1,752;1,391;0,744
2021 dinsdag 20 april;1,754;1,392;0,744
2021 woensdag 21 april;1,758;1,392;0,743
2021 donderdag 22 april;1,76;1,394;0,742
2021 vrijdag 23 april;1,761;1,393;0,741
2021 zaterdag 24 april;1,759;1,39;0,736
2021 zondag 25 april;1,76;1,391;0,736
2021 maandag 26 april;1,763;1,395;0,73
2021 dinsdag 27 april;1,761;1,391;0,738
2021 woensdag 28 april;1,76;1,393;0,735
2021 donderdag 29 april;1,763;1,397;0,734
2021 vrijdag 30 april;1,768;1,403;0,738
2021 zaterdag 1 mei;1,768;1,404;0,742
2021 zondag 2 mei;1,768;1,405;0,735
2021 maandag 3 mei;1,771;1,408;0,749
2021 dinsdag 4 mei;1,773;1,409;0,738
2021 woensdag 5 mei;1,775;1,413;0,743
2021 donderdag 6 mei;1,782;1,418;0,736
2021 vrijdag 7 mei;1,783;1,419;0,743
2021 zaterdag 8 mei;1,777;1,413;0,735
2021 zondag 9 mei;1,777;1,413;0,737
2021 maandag 10 mei;1,779;1,417;0,737
2021 dinsdag 11 mei;1,778;1,414;0,745
2021 woensdag 12 mei;1,773;1,41;0,744
2021 donderdag 13 mei;1,778;1,413;0,74
2021 vrijdag 14 mei;1,779;1,412;0,73
2021 zaterdag 15 mei;1,779;1,41;0,726
2021 zondag 16 mei;1,78;1,411;0,744
2021 maandag 17 mei;1,781;1,414;0,742
2021 dinsdag 18 mei;1,78;1,414;0,746
2021 woensdag 19 mei;1,776;1,413;0,746
2021 donderdag 20 mei;1,775;1,412;0,749
2021 vrijdag 21 mei;1,774;1,41;0,745
2021 zaterdag 22 mei;1,767;1,402;0,748
2021 zondag 23 mei;1,768;1,405;0,738
2021 maandag 24 mei;1,769;1,404;0,74
2021 dinsdag 25 mei;1,768;1,404;0,746
2021 woensdag 26 mei;1,763;1,401;0,745
2021 donderdag 27 mei;1,762;1,399;0,736
2021 vrijdag 28 mei;1,765;1,401;0,738
2021 zaterdag 29 mei;1,764;1,4;0,742
2021 zondag 30 mei;1,765;1,401;0,73
2021 maandag 31 mei;1,767;1,404;0,739
2021 dinsdag 1 juni;1,768;1,405;0,737
2021 woensdag 2 juni;1,773;1,407;0,733
2021 donderdag 3 juni;1,777;1,416;0,732
2021 vrijdag 4 juni;1,782;1,42;0,734
2021 zaterdag 5 juni;1,781;1,422;0,739
2021 zondag 6 juni;1,782;1,424;0,733
2021 maandag 7 juni;1,786;1,43;0,738
2021 dinsdag 8 juni;1,786;1,432;0,74
2021 woensdag 9 juni;1,782;1,43;0,741
2021 donderdag 10 juni;1,784;1,434;0,741
2021 vrijdag 11 juni;1,781;1,434;0,732
2021 zaterdag 12 juni;1,782;1,432;0,736
2021 zondag 13 juni;1,784;1,434;0,721
2021 maandag 14 juni;1,785;1,437;0,737
2021 dinsdag 15 juni;1,787;1,437;0,735
2021 woensdag 16 juni;1,79;1,442;0,732
2021 donderdag 17 juni;1,795;1,447;0,723
2021 vrijdag 18 juni;1,798;1,451;0,736
2021 zaterdag 19 juni;1,797;1,449;0,725
2021 zondag 20 juni;1,797;1,448;0,72
2021 maandag 21 juni;1,8;1,454;0,741
2021 dinsdag 22 juni;1,802;1,452;0,74
2021 woensdag 23 juni;1,804;1,451;0,732
2021 donderdag 24 juni;1,811;1,455;0,736
2021 vrijdag 25 juni;1,814;1,458;0,738
2021 zaterdag 26 juni;1,812;1,455;0,735
2021 zondag 27 juni;1,812;1,455;0,734
2021 maandag 28 juni;1,815;1,461;0,74
2021 dinsdag 29 juni;1,817;1,461;0,731
2021 woensdag 30 juni;1,814;1,459;0,729
2021 donderdag 1 juli;1,817;1,46;0,737
